"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"586","Phoenix, AZ","Kansas City, MO","Blue",23,"Female",2,2005,7,0.5758,"Business travel",1,0,60,"Eco",16,"2/16/14","WN","Cheapseats Airlines Inc.","Missouri","Arizona",8,0,0,"No",162,1044,10,-94.5949,39.0398,-111.97,33.4941,NA
"587","Las Vegas, NV","Albany, NY","Blue",80,"Female",1,2010,20,-0.4815,"Personal Travel",0,0,135,"Eco",4,"1/4/14","WN","Cheapseats Airlines Inc.","New York","Nevada",8,42,75,"No",338,2237,4,-73.7994,42.7439,-115.1672,36.1349,NA
"588","Washington, DC","Tampa, FL","Blue",32,"Male",1,2004,1,0.8947,"Business travel",2,0,35,"Eco",18,"3/18/14","OU","Oursin Airlines Inc.","Florida","Virginia",9,0,0,"No",106,811,8,-82.5132,28.0062,-77.1897,38.8974,NA
"589","Atlanta, GA","New York, NY","Blue",62,"Male",2,2010,17,-0.3077,"Business travel",0,0,140,"Eco",28,"2/28/14","DL","Sigma Airlines Inc.","New York","Georgia",13,15,0,"No",110,760,7,-73.9702,40.7184,-84.3319,33.8241,NA
"590","St. Louis, MO","Los Angeles, CA","Silver",29,"Female",1,2004,6,0.25,"Business travel",1,85,45,"Eco",8,"2/8/14","AA","Paul Smith Airlines Inc.","California","Missouri",16,0,0,"No",185,1592,9,-118.1043,33.9827,-90.3409,38.6307,NA
"591","Phoenix, AZ","Fresno, CA","Blue",80,"Male",0,2005,39,-0.5918,"Personal Travel",0,45,0,"Eco",9,"2/9/14","OO","Northwest Business Airlines Inc.","California","Arizona",9,0,0,"No",73,493,3,-119.7611,36.7878,-111.97,33.4941,NA
"592","San Francisco, CA","Philadelphia, PA","Blue",54,"Female",1,2003,14,-0.4737,"Business travel",0,0,80,"Eco",13,"1/13/14","US","Southeast Airlines Co.","Pennsylvania","California",7,0,0,"No",341,2521,9,-75.2984,39.9733,-122.1585,37.6712,NA
"593","Atlanta, GA","Dothan, AL","Blue",40,"Female",1,2009,13,0.6338,"Mileage tickets",1,0,0,"Eco",20,"2/20/14","EV","FlyFast Airways Inc.","Alabama","Georgia",14,96,79,"No",31,170,1,-85.4251,31.2237,-84.3319,33.8241,NA
"594","Indianapolis, IN","Orlando, FL","Blue",51,"Female",2,2006,8,0.0588,"Business travel",0,120,30,"Eco",8,"2/8/14","FL","FlyHere Airways","Florida","Indiana",13,12,12,"No",122,829,3,-81.4112,28.5844,-86.1455,39.8113,NA
"595","Orlando, FL","Charlotte, NC","Blue",49,"Male",2,2003,21,-0.3548,"Business travel",2,10,30,"Eco",26,"2/26/14","US","Southeast Airlines Co.","North Carolina","Florida",17,22,22,"No",75,468,9,-80.8158,35.2497,-81.4112,28.5844,NA
"596","San Diego, CA","Detroit, MI","Blue",36,"Male",1,2012,7,0.6585,"Business travel",2,0,90,"Eco",23,"1/23/14","DL","Sigma Airlines Inc.","Michigan","California",19,0,0,"No",246,1956,10,-83.2276,42.49,-117.1288,32.9287,NA
"597","Miami, FL","Chicago, IL","Silver",42,"Female",1,2006,17,-0.1333,"Mileage tickets",2,90,90,"Eco",22,"2/22/14","AA","Paul Smith Airlines Inc.","Illinois","Florida",17,18,9,"No",156,1197,9,-87.8954,41.8271,-80.2314,26.1756,NA
"598","Denver, CO","Cleveland, OH","Platinum",54,"Male",1,2006,57,-0.7015,"Business travel",1,13,20,"Eco",7,"2/7/14","OO","Northwest Business Airlines Inc.","Ohio","Colorado",12,1,2,"No",184,1201,10,-81.6054,41.4436,-104.9551,39.7108,NA
"599","Phoenix, AZ","Salt Lake City, UT","Blue",17,"Female",2,2007,6,0.0769,"Business travel",2,0,60,"Eco",8,"1/8/14","WN","Cheapseats Airlines Inc.","Utah","Arizona",17,66,60,"No",72,507,7,-111.9295,40.6408,-111.97,33.4941,NA
"600","Los Angeles, CA","San Francisco, CA","Blue",18,"Male",2,2003,36,-0.9459,"Personal Travel",1,0,60,"Eco",15,"3/15/14","AA","Paul Smith Airlines Inc.","California","California",7,0,0,"No",55,337,4,-122.1585,37.6712,-118.1043,33.9827,NA
"601","Memphis, TN","Atlanta, GA","Blue",25,"Male",2,2004,32,-0.641,"Business travel",2,0,40,"Business",21,"2/21/14","DL","Sigma Airlines Inc.","Georgia","Tennessee",10,30,23,"No",59,332,9,-84.3319,33.8241,-89.9179,35.0951,NA
"602","Baltimore, MD","Atlanta, GA","Blue",17,"Female",1,2012,42,-0.9535,"Personal Travel",1,0,75,"Eco",7,"2/7/14","WN","Cheapseats Airlines Inc.","Georgia","Maryland",12,0,0,"No",73,577,8,-84.3319,33.8241,-76.6478,39.2341,NA
"603","Atlanta, GA","Minneapolis, MN","Blue",18,"Female",2,2004,31,-0.6316,"Business travel",1,60,60,"Eco",31,"3/31/14","DL","Sigma Airlines Inc.","Minnesota","Georgia",5,16,13,"No",116,907,7,-93.2798,44.9782,-84.3319,33.8241,NA
"604","Kansas City, MO","Seattle, WA","Blue",34,"Male",1,2011,7,-0.4,"Mileage tickets",2,35,65,"Eco",26,"2/26/14","AS","FlyToSun Airlines Inc.","Washington","Missouri",10,0,0,"No",180,1489,9,-122.2747,47.4684,-94.5949,39.0398,NA
"605","Pittsburgh, PA","Boston, MA","Blue",40,"Female",1,2009,7,0.3333,"Business travel",3,35,20,"Eco",17,"2/17/14","B6","OnlyJets Airlines Inc.","Massachusetts","Pennsylvania",6,4,0,"No",79,496,8,-71.1407,42.3731,-79.951,40.457,NA
"606","Atlanta, GA","Memphis, TN","Blue",70,"Female",1,2010,27,-0.8621,"Business travel",0,0,15,"Eco",18,"1/18/14","DL","Sigma Airlines Inc.","Tennessee","Georgia",17,0,0,"No",48,332,8,-89.9179,35.0951,-84.3319,33.8241,NA
"607","Salt Lake City, UT","Madison, WI","Blue",17,"Male",0,2007,29,-0.6571,"Business travel",1,0,65,"Eco",17,"1/17/14","OO","Northwest Business Airlines Inc.","Wisconsin","Utah",18,0,4,"No",171,1174,7,-89.4299,43.0874,-111.9295,40.6408,NA
"608","St. Louis, MO","Minneapolis, MN","Silver",52,"Male",1,2008,8,0.0588,"Business travel",0,0,60,"Eco",14,"2/14/14","WN","Cheapseats Airlines Inc.","Minnesota","Missouri",12,62,52,"No",64,448,10,-93.2798,44.9782,-90.3409,38.6307,NA
"609","Chicago, IL","Seattle, WA","Gold",34,"Female",1,2012,28,-0.3659,"Business travel",1,20,75,"Eco",3,"2/3/14","AA","Paul Smith Airlines Inc.","Washington","Illinois",6,0,0,"No",196,1721,10,-122.2747,47.4684,-87.8954,41.8271,NA
"610","Buffalo, NY","Chicago, IL","Blue",28,"Male",2,2010,13,-0.4444,"Business travel",0,0,90,"Eco",5,"3/5/14","MQ","EnjoyFlying Air Services","Illinois","New York",17,43,37,"No",61,473,9,-87.8954,41.8271,-78.8237,42.9249,NA
"611","Atlanta, GA","Boston, MA","Gold",62,"Female",1,2012,4,0.4286,"Business travel",0,0,120,"Eco Plus",24,"1/24/14","FL","FlyHere Airways","Massachusetts","Georgia",6,2,0,"No",136,946,10,-71.1407,42.3731,-84.3319,33.8241,NA
"612","Minneapolis, MN","Chicago, IL","Blue",42,"Male",1,2003,36,-0.6364,"Personal Travel",2,0,50,"Eco",27,"3/27/14","OU","Oursin Airlines Inc.","Illinois","Minnesota",19,3,0,"No",68,334,9,-87.8954,41.8271,-93.2798,44.9782,NA
"613","New Orleans, LA","Denver, CO","Silver",38,"Female",1,2010,13,0.2973,"Business travel",2,0,0,"Eco",24,"1/24/14","OU","Oursin Airlines Inc.","Colorado","Louisiana",18,0,0,"No",130,1062,8,-104.9551,39.7108,-90.1437,29.9547,NA
"614","Washington, DC","Cleveland, OH","Silver",42,"Male",1,2005,13,-0.1304,"Business travel",3,0,55,"Eco",16,"2/16/14","EV","FlyFast Airways Inc.","Ohio","Virginia",6,90,91,"No",52,288,8,-81.6054,41.4436,-77.1897,38.8974,NA
"615","Washington, DC","New York, NY","Blue",39,"Female",2,2005,40,-0.8182,"Personal Travel",2,0,30,"Eco",26,"2/26/14","MQ","EnjoyFlying Air Services","New York","Virginia",14,0,0,"No",44,213,7,-73.9702,40.7184,-77.1897,38.8974,NA
"616","Atlanta, GA","Wichita, KS","Blue",53,"Female",1,2010,9,-0.6364,"Business travel",0,0,105,"Eco Plus",3,"1/3/14","EV","FlyFast Airways Inc.","Kansas","Georgia",17,41,36,"No",94,782,9,-97.3273,37.6797,-84.3319,33.8241,NA
"617","New Orleans, LA","New York, NY","Blue",28,"Male",1,2012,10,-0.8182,"Business travel",0,10,90,"Eco",27,"3/27/14","DL","Sigma Airlines Inc.","New York","Louisiana",18,33,19,"No",177,1183,10,-73.9702,40.7184,-90.1437,29.9547,NA
"618","Los Angeles, CA","Phoenix, AZ","Gold",62,"Male",1,2004,17,-0.3077,"Mileage tickets",0,225,140,"Eco",12,"1/12/14","OO","Northwest Business Airlines Inc.","Arizona","California",15,0,0,"No",59,370,9,-111.97,33.4941,-118.1043,33.9827,NA
"619","Charlotte, NC","Houston, TX","Blue",27,"Female",2,2011,7,-0.2727,"Personal Travel",2,0,15,"Eco Plus",3,"2/3/14","US","Southeast Airlines Co.","Texas","North Carolina",8,2,0,"No",112,912,4,-95.3935,29.7843,-80.8158,35.2497,NA
"620","Minneapolis, MN","Chicago, IL","Blue",47,"Female",2,2005,15,-0.3043,"Mileage tickets",0,60,30,"Eco Plus",11,"3/11/14","OU","Oursin Airlines Inc.","Illinois","Minnesota",21,12,18,"No",60,334,8,-87.8954,41.8271,-93.2798,44.9782,NA
"621","Albuquerque, NM","Phoenix, AZ","Blue",32,"Female",1,2003,5,0.7727,"Business travel",2,0,50,"Eco",17,"3/17/14","WN","Cheapseats Airlines Inc.","Arizona","New Mexico",13,0,0,"No",45,328,9,-111.97,33.4941,-106.6281,35.1434,NA
"622","Orlando, FL","New York, NY","Gold",36,"Male",1,2006,9,0.6786,"Business travel",3,0,55,"Eco",29,"3/29/14","B6","OnlyJets Airlines Inc.","New York","Florida",9,0,0,"No",143,950,9,-73.9702,40.7184,-81.4112,28.5844,NA
"623","Amarillo, TX","Houston, TX","Silver",37,"Female",1,2012,10,0.0476,"Business travel",2,0,80,"Eco",5,"3/5/14","EV","FlyFast Airways Inc.","Texas","Texas",14,0,0,"No",77,517,8,-95.3935,29.7843,-101.8491,35.1975,NA
"624","Baltimore, MD","Indianapolis, IN","Blue",35,"Female",1,2005,3,-0.2,"Business travel",0,0,70,"Business",29,"3/29/14","WN","Cheapseats Airlines Inc.","Indiana","Maryland",20,92,88,"No",71,516,10,-86.1455,39.8113,-76.6478,39.2341,NA
"625","San Francisco, CA","Seattle, WA","Blue",57,"Male",1,2011,31,-0.6757,"Business travel",0,0,60,"Eco",13,"1/13/14","AS","FlyToSun Airlines Inc.","Washington","California",7,16,4,"No",98,679,9,-122.2747,47.4684,-122.1585,37.6712,NA
"626","New York, NY","Boston, MA","Blue",75,"Male",1,2003,45,-0.6667,"Personal Travel",0,0,45,"Eco",20,"2/20/14","US","Southeast Airlines Co.","Massachusetts","New York",11,45,38,"No",52,184,4,-71.1407,42.3731,-73.9702,40.7184,NA
"627","Minneapolis, MN","Milwaukee, WI","Gold",34,"Female",2,2005,7,0.0667,"Business travel",2,0,65,"Eco Plus",10,"2/10/14","DL","Sigma Airlines Inc.","Wisconsin","Minnesota",15,13,3,"No",53,297,9,-88.1005,43.0557,-93.2798,44.9782,NA
"628","Miami, FL","Philadelphia, PA","Blue",41,"Female",1,2008,7,0.0667,"Business travel",1,10,25,"Business",10,"3/10/14","US","Southeast Airlines Co.","Pennsylvania","Florida",15,0,0,"No",142,1013,4,-75.2984,39.9733,-80.2314,26.1756,NA
"629","Baltimore, MD","Minneapolis, MN","Blue",22,"Female",1,2007,39,-0.95,"Personal Travel",0,5,50,"Eco",17,"2/17/14","DL","Sigma Airlines Inc.","Minnesota","Maryland",13,28,36,"No",118,936,4,-93.2798,44.9782,-76.6478,39.2341,NA
"630","Tulsa, OK","Atlanta, GA","Blue",70,"Female",1,2003,36,-0.8,"Business travel",0,0,50,"Eco Plus",25,"2/25/14","DL","Sigma Airlines Inc.","Georgia","Oklahoma",20,0,0,"No",101,674,4,-84.3319,33.8241,-95.9013,36.1054,NA
"631","San Francisco, CA","Chicago, IL","Gold",49,"Male",2,2010,18,0.3077,"Business travel",2,0,75,"Eco",28,"2/28/14","VX","Cool&Young Airlines Inc.","Illinois","California",14,302,312,"No",265,1846,10,-87.8954,41.8271,-122.1585,37.6712,NA
"632","Chicago, IL","Baltimore, MD","Blue",48,"Male",2,2006,49,-0.8491,"Personal Travel",0,0,15,"Eco",30,"3/30/14","MQ","EnjoyFlying Air Services","Maryland","Illinois",18,NA,NA,"Yes",NA,622,6,-76.6478,39.2341,-87.8954,41.8271,NA
"633","Seattle, WA","San Francisco, CA","Blue",61,"Female",1,2007,38,-0.9,"Business travel",0,5,20,"Eco",10,"3/10/14","OU","Oursin Airlines Inc.","California","Washington",11,16,9,"No",97,679,6,-122.1585,37.6712,-122.2747,47.4684,NA
"634","Anchorage, AK","Nome, AK","Blue",18,"Male",2,2008,35,-0.5909,"Personal Travel",0,5,30,"Eco",23,"1/23/14","AS","FlyToSun Airlines Inc.","Alaska","Alaska",12,0,4,"No",81,539,7,-165.3925,64.4974,-149.8472,61.1679,NA
"635","Salt Lake City, UT","Rock Springs, WY","Silver",36,"Male",2,2010,18,-0.0909,"Business travel",2,0,50,"Eco",26,"2/26/14","OO","Northwest Business Airlines Inc.","Wyoming","Utah",6,0,0,"No",43,162,NA,-109.2408,41.5955,-111.9295,40.6408,NA
"636","Minneapolis, MN","San Francisco, CA","Silver",27,"Male",1,2010,0,1,"Business travel",0,2,165,"Eco",20,"3/20/14","DL","Sigma Airlines Inc.","California","Minnesota",15,0,0,"No",178,1589,8,-122.1585,37.6712,-93.2798,44.9782,NA
"637","Orlando, FL","Baltimore, MD","Blue",65,"Female",1,2008,20,-0.9048,"Personal Travel",0,50,85,"Eco",8,"2/8/14","WN","Cheapseats Airlines Inc.","Maryland","Florida",19,0,0,"No",128,787,8,-76.6478,39.2341,-81.4112,28.5844,NA
"638","Milwaukee, WI","Atlanta, GA","Silver",35,"Female",1,2003,15,-0.875,"Business travel",0,0,250,"Eco",14,"2/14/14","DL","Sigma Airlines Inc.","Georgia","Wisconsin",13,34,25,"No",89,669,8,-84.3319,33.8241,-88.1005,43.0557,NA
"639","Chicago, IL","Houston, TX","Blue",53,"Female",1,2008,25,-0.4706,"Personal Travel",1,120,150,"Eco",22,"1/22/14","OU","Oursin Airlines Inc.","Texas","Illinois",12,0,0,"No",139,925,2,-95.3935,29.7843,-87.8954,41.8271,NA
"640","Denver, CO","Santa Barbara, CA","Blue",48,"Female",1,2007,15,-0.4286,"Business travel",1,0,53,"Eco",27,"3/27/14","OO","Northwest Business Airlines Inc.","California","Colorado",15,0,0,"No",118,916,9,-119.7241,34.4275,-104.9551,39.7108,NA
"641","Buffalo, NY","Orlando, FL","Blue",80,"Female",1,2003,21,-0.9091,"Mileage tickets",0,120,110,"Eco",22,"3/22/14","B6","OnlyJets Airlines Inc.","Florida","New York",14,0,2,"No",139,1011,3,-81.4112,28.5844,-78.8237,42.9249,NA
"642","Detroit, MI","Washington, DC","Platinum",50,"Female",1,2008,4,0.5294,"Business travel",1,60,75,"Eco",17,"3/17/14","DL","Sigma Airlines Inc.","Virginia","Michigan",17,45,38,"No",63,405,7,-77.1897,38.8974,-83.2276,42.49,NA
"643","Atlanta, GA","Houston, TX","Blue",38,"Female",2,2003,18,-0.8,"Business travel",3,65,150,"Eco",15,"3/15/14","DL","Sigma Airlines Inc.","Texas","Georgia",14,22,7,"No",85,689,5,-95.3935,29.7843,-84.3319,33.8241,NA
"644","San Diego, CA","Las Vegas, NV","Blue",26,"Female",1,2007,9,0.5909,"Mileage tickets",1,0,15,"Eco Plus",21,"2/21/14","WN","Cheapseats Airlines Inc.","Nevada","California",12,12,9,"No",44,258,8,-115.1672,36.1349,-117.1288,32.9287,NA
"645","Seattle, WA","New York, NY","Blue",39,"Female",1,2006,17,-0.2143,"Business travel",2,0,30,"Eco",9,"2/9/14","AA","Paul Smith Airlines Inc.","New York","Washington",18,0,12,"No",352,2422,8,-73.9702,40.7184,-122.2747,47.4684,NA
"646","Tampa, FL","Phoenix, AZ","Blue",37,"Male",1,2004,33,-0.8857,"Mileage tickets",0,80,80,"Business",21,"2/21/14","US","Southeast Airlines Co.","Arizona","Florida",16,10,0,"No",189,1788,8,-111.97,33.4941,-82.5132,28.0062,NA
"647","Seattle, WA","Las Vegas, NV","Silver",38,"Male",1,2011,13,-0.8571,"Business travel",0,0,90,"Eco Plus",24,"2/24/14","OO","Northwest Business Airlines Inc.","Nevada","Washington",17,0,0,"No",130,867,10,-115.1672,36.1349,-122.2747,47.4684,NA
"648","Seattle, WA","San Francisco, CA","Blue",19,"Female",1,2004,21,-0.5556,"Business travel",2,0,125,"Business",7,"2/7/14","VX","Cool&Young Airlines Inc.","California","Washington",16,134,132,"No",102,679,7,-122.1585,37.6712,-122.2747,47.4684,NA
"649","San Diego, CA","Los Angeles, CA","Blue",16,"Male",1,2004,19,-0.3571,"Personal Travel",2,0,30,"Eco",23,"3/23/14","OO","Northwest Business Airlines Inc.","California","California",13,0,0,"No",39,109,4,-118.1043,33.9827,-117.1288,32.9287,NA
"650","San Diego, CA","Los Angeles, CA","Blue",48,"Female",2,2007,37,-0.8049,"Personal Travel",1,0,30,"Eco",27,"1/27/14","OO","Northwest Business Airlines Inc.","California","California",7,0,0,"No",33,109,6,-118.1043,33.9827,-117.1288,32.9287,NA
"651","Austin, TX","Houston, TX","Blue",51,"Male",2,2012,9,-0.5,"Mileage tickets",0,0,45,"Eco",29,"1/29/14","OO","Northwest Business Airlines Inc.","Texas","Texas",23,0,0,"No",29,140,4,-95.3935,29.7843,-97.7615,30.3585,NA
"652","Las Vegas, NV","Miami, FL","Blue",64,"Female",1,2009,15,-0.7647,"Business travel",0,105,50,"Eco",11,"2/11/14","AA","Paul Smith Airlines Inc.","Florida","Nevada",11,0,0,"No",311,2174,9,-80.2314,26.1756,-115.1672,36.1349,NA
"653","Dallas, TX","Houston, TX","Blue",50,"Female",2,2005,22,-0.5714,"Business travel",0,40,90,"Business",17,"1/17/14","WN","Cheapseats Airlines Inc.","Texas","Texas",6,0,0,"No",46,239,7,-95.3935,29.7843,-96.972,32.8127,NA
"654","Cleveland, OH","Tampa, FL","Blue",39,"Female",1,2007,25,-0.2195,"Business travel",2,180,88,"Eco",22,"2/22/14","OU","Oursin Airlines Inc.","Florida","Ohio",17,0,0,"No",125,927,10,-82.5132,28.0062,-81.6054,41.4436,NA
"655","Denver, CO","Pittsburgh, PA","Blue",80,"Female",2,2007,10,-0.8182,"Personal Travel",1,0,100,"Eco",29,"3/29/14","WN","Cheapseats Airlines Inc.","Pennsylvania","Colorado",11,0,0,"No",179,1290,8,-79.951,40.457,-104.9551,39.7108,NA
"656","Tampa, FL","Cincinnati, OH","Gold",35,"Male",1,2004,25,0.1667,"Business travel",3,0,30,"Eco",4,"2/4/14","DL","Sigma Airlines Inc.","Kentucky","Florida",9,0,9,"No",123,773,10,-84.462,39.1855,-82.5132,28.0062,NA
"657","Baltimore, MD","St. Louis, MO","Blue",25,"Female",2,2006,15,0.2105,"Personal Travel",1,145,100,"Eco",31,"3/31/14","WN","Cheapseats Airlines Inc.","Missouri","Maryland",18,8,4,"No",98,738,8,-90.3409,38.6307,-76.6478,39.2341,NA
"658","Denver, CO","Houston, TX","Blue",32,"Female",1,2009,7,0.6,"Personal Travel",1,0,75,"Eco",28,"2/28/14","WN","Cheapseats Airlines Inc.","Texas","Colorado",20,35,13,"No",127,883,2,-95.3935,29.7843,-104.9551,39.7108,NA
"659","Minneapolis, MN","Sacramento, CA","Blue",80,"Male",2,2012,37,-0.8974,"Personal Travel",0,0,60,"Eco",3,"1/3/14","DL","Sigma Airlines Inc.","California","Minnesota",12,0,0,"No",173,1517,4,-121.3247,38.6386,-93.2798,44.9782,NA
"660","Chicago, IL","Marquette, MI","Blue",77,"Female",1,2003,33,-0.7368,"Personal Travel",0,0,60,"Eco Plus",2,"3/2/14","MQ","EnjoyFlying Air Services","Michigan","Illinois",7,49,50,"No",52,303,4,-87.3987,46.5369,-87.8954,41.8271,NA
"661","Minneapolis, MN","Milwaukee, WI","Blue",62,"Female",1,2003,10,-0.3333,"Personal Travel",0,0,90,"Eco Plus",6,"2/6/14","DL","Sigma Airlines Inc.","Wisconsin","Minnesota",9,0,0,"No",50,297,5,-88.1005,43.0557,-93.2798,44.9782,NA
"662","Chicago, IL","Baltimore, MD","Blue",80,"Male",2,2011,28,-0.5135,"Personal Travel",0,0,75,"Eco",15,"3/15/14","WN","Cheapseats Airlines Inc.","Maryland","Illinois",17,132,131,"No",102,611,4,-76.6478,39.2341,-87.8954,41.8271,NA
"663","Charlotte, NC","Rochester, NY","Blue",55,"Female",1,2007,17,-0.3077,"Personal Travel",0,0,140,"Eco",4,"2/4/14","US","Southeast Airlines Co.","New York","North Carolina",8,0,13,"No",116,573,4,-77.5682,43.1376,-80.8158,35.2497,NA
"664","Orlando, FL","New York, NY","Blue",53,"Male",1,2009,12,-0.8462,"Mileage tickets",0,0,30,"Eco Plus",18,"3/18/14","DL","Sigma Airlines Inc.","New York","Florida",7,0,0,"No",151,950,9,-73.9702,40.7184,-81.4112,28.5844,NA
"665","Boston, MA","Denver, CO","Platinum",69,"Female",1,2007,45,-0.9565,"Business travel",0,55,105,"Eco",9,"3/9/14","OU","Oursin Airlines Inc.","Colorado","Massachusetts",11,7,15,"No",217,1754,3,-104.9551,39.7108,-71.1407,42.3731,NA
"666","Chicago, IL","St. Louis, MO","Blue",47,"Male",1,2006,14,0.2632,"Business travel",1,0,60,"Eco",25,"3/25/14","WN","Cheapseats Airlines Inc.","Missouri","Illinois",19,17,16,"No",47,251,10,-90.3409,38.6307,-87.8954,41.8271,NA
"667","Denver, CO","Omaha, NE","Blue",51,"Male",2,2012,35,-0.8919,"Business travel",1,0,105,"Eco",29,"1/29/14","WN","Cheapseats Airlines Inc.","Nebraska","Colorado",15,18,12,"No",76,472,10,-96.0346,41.2349,-104.9551,39.7108,NA
"668","San Diego, CA","Salt Lake City, UT","Blue",63,"Female",1,2011,19,-0.6522,"Business travel",0,0,45,"Eco Plus",24,"3/24/14","DL","Sigma Airlines Inc.","Utah","California",8,0,0,"No",84,626,9,-111.9295,40.6408,-117.1288,32.9287,NA
"669","Miami, FL","Charleston, SC","Blue",73,"Female",1,2011,37,-0.6444,"Personal Travel",0,20,240,"Eco",31,"3/31/14","MQ","EnjoyFlying Air Services","South Carolina","Florida",16,0,0,"No",76,489,3,-80.0155,32.9023,-80.2314,26.1756,NA
"670","Asheville, NC","Atlanta, GA","Silver",79,"Female",1,2012,33,-0.8857,"Personal Travel",0,40,30,"Eco",4,"2/4/14","EV","FlyFast Airways Inc.","Georgia","North Carolina",9,41,38,"No",35,164,5,-84.3319,33.8241,-82.6642,35.5371,NA
"671","Atlanta, GA","Las Vegas, NV","Blue",58,"Female",1,2003,45,-0.7308,"Business travel",0,45,90,"Eco",30,"3/30/14","DL","Sigma Airlines Inc.","Nevada","Georgia",12,1,0,"No",192,1747,5,-115.1672,36.1349,-84.3319,33.8241,NA
"672","San Juan, PR","Hartford, CT","Blue",68,"Female",2,2012,27,-0.5882,"Personal Travel",0,0,80,"Eco",20,"2/20/14","B6","OnlyJets Airlines Inc.","Connecticut","Puerto Rico",12,17,21,"No",197,1666,5,-72.6988,41.7401,-66.1162,18.2882,NA
"673","Charlotte, NC","Houston, TX","Blue",61,"Male",1,2005,0,1,"Business travel",0,0,180,"Eco",14,"2/14/14","EV","FlyFast Airways Inc.","Texas","North Carolina",7,4,5,"No",114,912,2,-95.3935,29.7843,-80.8158,35.2497,NA
"674","Atlanta, GA","Los Angeles, CA","Blue",33,"Male",1,2003,0,1,"Business travel",3,0,159,"Eco",12,"3/12/14","DL","Sigma Airlines Inc.","California","Georgia",8,6,0,"No",202,1947,9,-118.1043,33.9827,-84.3319,33.8241,NA
"675","Charlotte, NC","Orlando, FL","Blue",16,"Female",1,2005,12,0,"Personal Travel",3,0,30,"Eco Plus",13,"1/13/14","US","Southeast Airlines Co.","Florida","North Carolina",12,0,0,"No",72,468,4,-81.4112,28.5844,-80.8158,35.2497,NA
"676","Houston, TX","Richmond, VA","Platinum",38,"Male",1,2008,10,0.6364,"Business travel",2,0,75,"Eco",28,"3/28/14","EV","FlyFast Airways Inc.","Virginia","Texas",14,0,0,"No",189,1157,9,-77.488,37.4779,-95.3935,29.7843,NA
"677","Atlanta, GA","Brunswick, GA","Blue",48,"Female",2,2012,22,-0.4667,"Business travel",1,90,120,"Eco Plus",26,"3/26/14","EV","FlyFast Airways Inc.","Georgia","Georgia",17,74,109,"No",43,238,9,-81.5053,31.2154,-84.3319,33.8241,NA
"678","Boston, MA","Washington, DC","Blue",24,"Female",2,2010,10,-0.6667,"Business travel",0,80,80,"Eco",12,"3/12/14","US","Southeast Airlines Co.","Virginia","Massachusetts",11,0,0,"No",52,399,7,-77.1897,38.8974,-71.1407,42.3731,NA
"679","Indianapolis, IN","Houston, TX","Blue",46,"Female",1,2003,3,0.8235,"Business travel",1,100,25,"Eco",2,"2/2/14","EV","FlyFast Airways Inc.","Texas","Indiana",16,64,42,"No",96,844,5,-95.3935,29.7843,-86.1455,39.8113,NA
